RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
HS186231,7384957,03/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,54XX S INDIANA AVE,CHICAGO,0232,02
HS186793,7384601,03/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,81XX S MUSKEGON AVE,CHICAGO,0422,04
HS187379,7389204,03/02/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,XX W 111TH ST,CHICAGO,0513,05
HS187484,7385700,03/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,60XX S WINCHESTER AVE,CHICAGO,0714,07
HS188478,7386506,03/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,22XX N MANGO AVE,CHICAGO,2515,25
HS188579,7386624,03/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,81XX S INGLESIDE AVE,CHICAGO,0631,06
HS188585,7386612,03/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S HARPER AVE,CHICAGO,0332,03
HS189968,7388270,03/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 51ST ST,CHICAGO,0931,09
HS190848,7395735,03/03/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,80XX S CALUMET AVE,CHICAGO,0623,06
HS190609,7388606,03/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,60XX S CARPENTER ST,CHICAGO,0712,07
HS191519,7389768,03/04/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,38XX W 30TH ST,CHICAGO,1031,10
HS191558,7389769,03/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,42XX W 30TH ST,CHICAGO,1031,10
HS193199,7391497,03/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S CAMPBELL AVE,CHICAGO,0825,08
HS193412,7391475,03/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W CHICAGO AVE,CHICAGO,1112,11
HS193461,7392069,03/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,28XX W 63RD ST,CHICAGO,0823,08
HS193527,7391611,03/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 73RD ST,CHICAGO,0734,07
HS193866,7391808,03/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,117XX S PARNELL AVE,CHICAGO,0524,05
HS193969,7392983,03/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N KOSTNER AVE,CHICAGO,2533,25
HS194006,7392965,03/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W DIVISION ST,CHICAGO,1422,14
HS194961,7392712,03/06/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,105XX S MARYLAND AVE,CHICAGO,0512,05
HS194969,7392685,03/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,28XX W CERMAK RD,CHICAGO,1033,10
HS195035,7392673,03/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S PULASKI RD,CHICAGO,0834,08
HS195356,7392931,03/07/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,7XX E 92ND ST,CHICAGO,0633,06
HS195353,7392881,03/07/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,XX E GARFIELD BLVD,CHICAGO,0233,02
HS195381,7392945,03/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,76XX S ASHLAND AVE,CHICAGO,0611,06
HS196034,7393432,03/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W MONROE ST,CHICAGO,1122,11
HS196006,7878578,03/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W MONROE ST,CHICAGO,1122,11
HS196730,7394176,03/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,28XX W MARQUETTE RD,CHICAGO,0831,08
HS197185,7395121,03/08/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,47XX W MADISON ST,CHICAGO,1113,11
HS197526,7395351,03/08/10,033A,ROBBERY,FIREARM,6-EX CLEARED OPEN,73XX S STEWART AVE,CHICAGO,0732,07
HS197566,7395432,03/08/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,56XX S CALUMET AVE,CHICAGO,0234,02
HS197985,7395514,03/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,8XX W 33RD ST,CHICAGO,0924,09
HS198266,7395738,03/09/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,55XX S ELIZABETH ST,CHICAGO,0713,07
HS199022,7397641,03/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,29XX E 81ST PL,CHICAGO,0422,04
HS199113,7402155,03/09/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,5XX E 51ST ST,CHICAGO,0234,02
HS199584,7397621,03/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,95XX S HALSTED ST,CHICAGO,2223,22
HS199591,7398067,03/09/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,34XX W FLOURNOY ST,CHICAGO,1133,11
HS200015,7397903,03/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,77XX S HOYNE AVE,CHICAGO,0611,06
HS200876,7399570,03/10/10,031A,ROBBERY,FIREARM,1-SUSPENDED,72XX S SOUTH SHORE DR,CHICAGO,0334,03
HS200965,7400256,03/10/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,11XX N CENTRAL PARK AVE,CHICAGO,1112,11
HS201008,7399376,03/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX W 51ST ST,CHICAGO,0935,09
HS201236,7399643,03/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 80TH ST,CHICAGO,0611,06
HS201249,7400264,03/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,8XX E 79TH ST,CHICAGO,0624,06
HS201283,7399572,03/10/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,60XX S CARPENTER ST,CHICAGO,0712,07
HS201315,7399611,03/10/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,47XX S EVANS AVE,CHICAGO,0223,02
HS201566,7399775,03/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,99XX S THROOP ST,CHICAGO,2213,22
HS201710,7399987,03/11/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,40XX W GRENSHAW ST,CHICAGO,1132,11
HS201780,7399954,03/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX N MAYFIELD AVE,CHICAGO,2531,25
HS202526,7401220,03/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S ARTESIAN AVE,CHICAGO,0832,08
HS202678,7401211,03/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,82XX S MUSKEGON AVE,CHICAGO,0423,04
HS203031,7401428,03/11/10,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,80XX S SAWYER AVE,CHICAGO,0834,08
HS203087,7401508,03/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S BISHOP ST,CHICAGO,0612,06
HS203142,7401460,03/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W 52ND ST,CHICAGO,0933,09
HS204230,7402742,03/12/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,34XX W CHICAGO AVE,CHICAGO,1121,11
HS204763,7403010,03/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S WOLCOTT AVE,CHICAGO,0915,09
HS205103,7403259,03/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,115XX S HALE AVE,CHICAGO,2212,22
HS206127,7403966,03/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W ST PAUL AVE,CHICAGO,2533,25
HS206792,7404366,03/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,76XX S JEFFERY BLVD,CHICAGO,0414,04
HS206824,7404395,03/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX N HAMLIN AVE,CHICAGO,2525,25
HS207738,7405103,03/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S MAY ST,CHICAGO,0724,07
HS207971,7405411,03/14/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,XX W 112TH ST,CHICAGO,0522,05
HS208032,7405349,03/15/10,041B,BATTERY,FIREARM,3-CLEARED CLOSED,10XX S MONITOR AVE,CHICAGO,1513,15
HS208997,7406672,03/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,76XX S OGLESBY AVE,CHICAGO,0414,04
HS209684,7407093,03/16/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,51XX W HENDERSON ST,CHICAGO,1634,16
HS210818,7408361,03/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,29XX W 63RD ST,CHICAGO,0823,08
HS212262,7409821,03/17/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,8XX E 90TH PL,CHICAGO,0633,06
HS212350,7409949,03/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,30XX W 52ND ST,CHICAGO,0911,09
HS212431,7410047,03/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S MANISTEE AVE,CHICAGO,0422,04
HS212448,7409925,03/17/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,69XX N GREENVIEW AVE,CHICAGO,2431,24
HS212793,7410214,03/17/10,326,ROBBERY,FIREARM,3-CLEARED CLOSED,35XX S RHODES AVE,CHICAGO,0212,02
HS212905,7410242,03/17/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,77XX S HONORE ST,CHICAGO,0611,06
HS212934,7411374,03/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S MERRILL AVE,CHICAGO,0331,03
HS213088,7412411,03/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,52XX S SANGAMON ST,CHICAGO,0934,09
HS213586,7411204,03/17/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,89XX S STONY ISLAND AVE,CHICAGO,0413,04
HS213317,7410838,03/18/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,15XX W HOWARD ST,CHICAGO,2422,24
HS214226,7412402,03/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,50XX N KENMORE AVE,CHICAGO,2024,20
HS214435,7412095,03/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 85TH ST,CHICAGO,0632,06
HS214346,7411925,03/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,111XX S PARNELL AVE,CHICAGO,2233,22
HS214359,7412016,03/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,45XX W ALTGELD ST,CHICAGO,2521,25
HS214392,7412098,03/18/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,33XX W CRYSTAL ST,CHICAGO,1422,14
HS214440,7412120,03/18/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,77XX S LOOMIS BLVD,CHICAGO,0612,06
HS214547,7412123,03/18/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,53XX W CHICAGO AVE,CHICAGO,1524,15
HS214731,7412234,03/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,54XX W IOWA ST,CHICAGO,1524,15
HS214986,7412398,03/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S COTTAGE GROVE AVE,CHICAGO,0312,03
HS215333,7413316,03/19/10,031A,ROBBERY,FIREARM,1-SUSPENDED,87XX S LOOMIS ST,CHICAGO,2222,22
HS215591,7413686,03/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W LE MOYNE ST,CHICAGO,2535,25
HS215602,7413666,03/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S SANGAMON ST,CHICAGO,0621,06
HS215843,7413816,03/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S VERNON AVE,CHICAGO,0624,06
HS216044,7414006,03/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,85XX S MUSKEGON AVE,CHICAGO,0423,04
HS216080,7414014,03/19/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,42XX S FAIRFIELD AVE,CHICAGO,0912,09
HS216306,7414127,03/19/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,56XX W IRVING PARK RD,CHICAGO,1624,16
HS216506,7414264,03/19/10,031A,ROBBERY,FIREARM,1-SUSPENDED,95XX S PRINCETON AVE,CHICAGO,0511,05
HS216770,7414348,03/20/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W HURON ST,CHICAGO,1112,11
HS216766,7414406,03/20/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,73XX S RHODES AVE,CHICAGO,0323,03
HS217389,7415131,03/20/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,3XX W 118TH ST,CHICAGO,0522,05
HS217524,7415012,03/20/10,041A,BATTERY,FIREARM,1-SUSPENDED,86XX S MARYLAND AVE,CHICAGO,0632,06
HS217618,7415000,03/20/10,041A,BATTERY,FIREARM,1-SUSPENDED,65XX S GREEN ST,CHICAGO,0723,07
HS217660,7415004,03/20/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,26XX W 24TH PL,CHICAGO,1034,10
HS218324,7416646,03/21/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,81XX S INGLESIDE AVE,CHICAGO,0631,06
HS218684,7415859,03/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S GREENWOOD AVE,CHICAGO,0314,03
HS219093,7416084,03/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S WHIPPLE ST,CHICAGO,0823,08
HS220351,7417798,03/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,29XX N ALLEN AVE,CHICAGO,1412,14
HS220814,7417970,03/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,56XX S WOLCOTT AVE,CHICAGO,0715,07
HS220862,7418027,03/22/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,59XX S MORGAN ST,CHICAGO,0712,07
HS220950,7417973,03/22/10,488,BATTERY,FIREARM,3-CLEARED CLOSED,107XX S MICHIGAN AVE,CHICAGO,0513,05
HS220930,7417990,03/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX S ASHLAND AVE,CHICAGO,1222,12
HS222155,7419732,03/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,111XX S PARNELL AVE,CHICAGO,2233,22
HS222262,7419760,03/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S ST LOUIS AVE,CHICAGO,0834,08
HS222589,7419960,03/23/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,21XX N LOREL AVE,CHICAGO,2515,25
HS222789,7420107,03/23/10,041B,BATTERY,FIREARM,1-SUSPENDED,72XX S PEORIA ST,CHICAGO,0733,07
HS222649,7420028,03/23/10,033A,ROBBERY,FIREARM,1-SUSPENDED,26XX W LITHUANIAN PLAZA CT,CHICAGO,0831,08
HS222773,7420088,03/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX S PRAIRIE AVE,CHICAGO,0232,02
HS222885,7420231,03/24/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,11XX W 103RD ST,CHICAGO,2232,22
HS223005,7422328,03/24/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,114XX S MICHIGAN AVE,CHICAGO,0531,05
HS223602,7422098,03/24/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,39XX W ROOSEVELT RD,CHICAGO,1011,10
HS224012,7421763,03/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,89XX S SOUTH CHICAGO AVE,CHICAGO,0423,04
HS224170,7422547,03/24/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,37XX W FERDINAND ST,CHICAGO,1122,11
HS224873,7422967,03/25/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,38XX S SACRAMENTO AVE,CHICAGO,0913,09
HS225939,7423805,03/25/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,65XX S SANGAMON ST,CHICAGO,0723,07
HS225976,7423858,03/25/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,5XX N CENTRAL AVE,CHICAGO,1523,15
HS225977,7423886,03/25/10,130,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,19XX S SAWYER AVE,CHICAGO,1022,10
HS226587,7424787,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX W DIVERSEY AVE,CHICAGO,2511,25
HS227068,7425704,03/26/10,450,BATTERY,FIREARM,3-CLEARED CLOSED,21XX E 87TH ST,CHICAGO,0412,04
HS227227,7425208,03/26/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,19XX S ST LOUIS AVE,CHICAGO,1024,10
HS227568,7425462,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,22XX N DRAKE AVE,CHICAGO,1413,14
HS227487,7425502,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S WOLCOTT AVE,CHICAGO,0611,06
HS227537,7425403,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,64XX S MOZART ST,CHICAGO,0823,08
HS227547,7425450,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,113XX S WENTWORTH AVE,CHICAGO,0522,05
HS227551,7425435,03/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,52XX W BELDEN AVE,CHICAGO,2515,25
HS227679,7425529,03/26/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,53XX W FULTON ST,CHICAGO,1523,15
HS227745,7425626,03/27/10,110,HOMICIDE,FIREARM,6-EX CLEARED OPEN,124XX S MICHIGAN AVE,CHICAGO,0532,05
HS227769,7425640,03/27/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,40XX W WILCOX ST,CHICAGO,1115,11
HS227836,7425644,03/27/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,47XX W ERIE ST,CHICAGO,1111,11
HS227883,7425648,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W JACKSON BLVD,CHICAGO,1533,15
HS227980,7425697,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S ASHLAND AVE,CHICAGO,0714,07
HS227964,7425722,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,19XX W 51ST ST,CHICAGO,0915,09
HS228700,7426318,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX S ST LOUIS AVE,CHICAGO,1021,10
HS228752,7426351,03/27/10,031A,ROBBERY,FIREARM,1-SUSPENDED,68XX S WESTERN AVE,CHICAGO,0832,08
HS228982,7426543,03/27/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,52XX W NORTH AVE,CHICAGO,2532,25
HS229048,7427112,03/27/10,033A,ROBBERY,FIREARM,1-SUSPENDED,72XX S HOMAN AVE,CHICAGO,0831,08
HS229129,7426606,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,120XX S PARNELL AVE,CHICAGO,0523,05
HS229158,7426646,03/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX S KEELER AVE,CHICAGO,1132,11
HS229510,7426837,03/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S EBERHART AVE,CHICAGO,0312,03
HS229549,7426829,03/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S EBERHART AVE,CHICAGO,0312,03
HS229556,7426888,03/28/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,30XX W 63RD ST,CHICAGO,0823,08
HS230609,7427803,03/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S CHAMPLAIN AVE,CHICAGO,0321,03
HS231097,7428710,03/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,87XX S LOOMIS ST,CHICAGO,2222,22
HS231101,7431010,03/29/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,29XX W ARTHINGTON ST,CHICAGO,1135,11
HS231470,7429228,03/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,54XX W HADDON AVE,CHICAGO,1524,15
HS231670,7429947,03/29/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,4XX N HAMLIN AVE,CHICAGO,1122,11
HS232272,7429680,03/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,10XX N WALLER AVE,CHICAGO,1511,15
HS232291,7429727,03/29/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,5XX E 133RD ST,CHICAGO,0533,05
HS233208,7431296,03/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 81ST ST,CHICAGO,0613,06
HS233615,7431567,03/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,31XX W VAN BUREN ST,CHICAGO,1134,11
HS234047,7431855,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,33XX W CHICAGO AVE,CHICAGO,1121,11
HS234536,7432978,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,106XX S LANGLEY AVE,CHICAGO,0512,05
HS234883,7433107,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX E 62ND ST,CHICAGO,0314,03
HS234948,7433167,03/31/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,XX S SPRINGFIELD AVE,CHICAGO,1122,11
HS235094,7433357,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N WOLCOTT AVE,CHICAGO,1424,14
HS235309,7433409,03/31/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,114XX S ABERDEEN ST,CHICAGO,2234,22
HS235258,7648818,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,113XX S ABERDEEN ST,CHICAGO,2234,22
HS235419,7433467,03/31/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,3XX N CENTRAL AVE,CHICAGO,1523,15
HS235466,7433505,03/31/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,56XX S MICHIGAN AVE,CHICAGO,0233,02
HS235556,7433579,03/31/10,033A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,78XX S UNION AVE,CHICAGO,0621,06
HS235599,7433520,03/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX S WASHTENAW AVE,CHICAGO,1034,10
HS235660,7433891,03/31/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,27XX W PERSHING RD,CHICAGO,0913,09
HS235616,7433563,04/01/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,26XX W FRANCIS PL,CHICAGO,1431,14
HS235623,7433527,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,27XX S HOMAN AVE,CHICAGO,1032,10
HS235633,7433548,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S LAFLIN ST,CHICAGO,0713,07
HS235672,7433652,04/01/10,110,HOMICIDE,FIREARM,6-EX CLEARED OPEN,6XX N PINE AVE,CHICAGO,1524,15
HS235730,7433569,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,25XX W 64TH ST,CHICAGO,0825,08
HS235762,7433599,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,54XX W WASHINGTON BLVD,CHICAGO,1522,15
HS236546,7435062,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,81XX S ESSEX AVE,CHICAGO,0422,04
HS236605,7435100,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 91ST PL,CHICAGO,0633,06
HS237281,7435392,04/01/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,79XX S ANTHONY AVE,CHICAGO,0411,04
HS237287,7435503,04/01/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,64XX S PAULINA ST,CHICAGO,0725,07
HS237467,7435449,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX W DIVERSEY AVE,CHICAGO,2514,25
HS237343,7435430,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S CORNELL AVE,CHICAGO,0414,04
HS237382,7435394,04/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 131ST PL,CHICAGO,0533,05
HS237416,7435411,04/02/10,031A,ROBBERY,FIREARM,1-SUSPENDED,59XX S CALUMET AVE,CHICAGO,0234,02
HS237377,7435579,04/02/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,38XX S MICHIGAN AVE,CHICAGO,0211,02
HS237483,7435457,04/02/10,033A,ROBBERY,FIREARM,1-SUSPENDED,2XX E RANDOLPH ST,CHICAGO,0124,01
HS237478,7435619,04/02/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,31XX W FRANKLIN BLVD,CHICAGO,1313,13
HS237410,7435533,04/02/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,66XX S MARSHFIELD AVE,CHICAGO,0725,07
HS237445,7437433,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,122XX S HALSTED ST,CHICAGO,0523,05
HS237458,7435463,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W 51ST ST,CHICAGO,0931,09
HS237504,7435547,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S PRINCETON AVE,CHICAGO,0935,09
HS237455,7435488,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 66TH ST,CHICAGO,0725,07
HS238085,7436772,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 50TH ST,CHICAGO,0921,09
HS238292,7436905,04/02/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,69XX S PAULINA ST,CHICAGO,0735,07
HS238336,7436932,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,30XX S MILLARD AVE,CHICAGO,1032,10
HS238647,7437172,04/02/10,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,82XX S COTTAGE GROVE AVE,CHICAGO,0631,06
HS238692,7437129,04/02/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,69XX S WABASH AVE,CHICAGO,0322,03
HS238772,7437147,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S DOBSON AVE,CHICAGO,0324,03
HS238852,7437196,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX E 111TH ST,CHICAGO,0513,05
HS238877,7437293,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX N KEDVALE AVE,CHICAGO,1111,11
HS239011,7437584,04/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W 81ST PL,CHICAGO,0834,08
HS239066,7437304,04/03/10,031A,ROBBERY,FIREARM,1-SUSPENDED,10XX N WALLER AVE,CHICAGO,1511,15
HS239292,7437707,04/03/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,34XX W DOUGLAS BLVD,CHICAGO,1021,10
HS239087,7437349,04/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W 87TH ST,CHICAGO,0613,06
HS239095,7437338,04/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX N LEAVITT ST,CHICAGO,1313,13
HS239102,7437288,04/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W WASHBURNE AVE,CHICAGO,1231,12
HS240053,7438071,04/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,87XX S SAGINAW AVE,CHICAGO,0423,04
HS240506,7438325,04/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,30XX S ST LOUIS AVE,CHICAGO,1032,10
HS241005,7438865,04/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,15XX N LUNA AVE,CHICAGO,2532,25
HS241629,7439190,04/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S CLAREMONT AVE,CHICAGO,0832,08
HS241835,7439347,04/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 16TH ST,CHICAGO,1233,12
HS241918,7439696,04/05/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,78XX S WESTERN AVE,CHICAGO,0835,08
HS242739,7444495,04/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,21XX W 50TH ST,CHICAGO,0915,09
